Date,AAPL,AMD,AMZN,CSCO,META,MSFT,NFLX,QCOM,SBUX,TSLA
01/14/2021,$128.91,$90.79,$156.3735,$45.15,$245.64,$213.02,$500.86,$160.85,$101.82,$281.6666
01/13/2021,$130.89,$91.78,$158.2945,$45.36,$251.64,$216.34,$507.79,$157.42,$102.89,$284.8033
01/12/2021,$128.80,$95.355,$156.0415,$45.79,$251.09,$214.93,$494.25,$154.45,$102.82,$283.1466
01/11/2021,$128.98,$97.25,$155.7105,$45.36,$256.84,$217.49,$499.10,$156.11,$104.60,$270.3966
01/08/2021,$132.05,$94.58,$159.135,$45.06,$267.57,$219.62,$510.40,$156.64,$105.67,$293.34
01/07/2021,$130.92,$95.16,$158.108,$44.96,$268.74,$218.29,$508.89,$155.70,$103.35,$272.0133
01/06/2021,$126.60,$90.33,$156.919,$44.40,$263.31,$212.25,$500.49,$151.19,$104.19,$251.9933
01/05/2021,$131.01,$92.77,$160.9255,$43.98,$270.97,$217.90,$520.80,$152.43,$103.44,$245.0366
01/04/2021,$129.41,$92.30,$159.3315,$43.96,$268.94,$217.69,$522.86,$148.50,$103.10,$243.2566
12/31/2020,$132.69,$91.71,$162.8465,$44.75,$273.16,$222.42,$540.73,$152.34,$106.98,$235.2233
12/30/2020,$133.72,$92.29,$164.2925,$44.48,$271.87,$221.68,$524.59,$149.95,$105.97,$231.5933
12/29/2020,$134.87,$90.62,$166.10,$44.64,$276.78,$224.15,$530.87,$148.49,$105.63,$221.9966
12/28/2020,$136.69,$91.60,$164.198,$44.92,$277.00,$224.96,$519.12,$147.74,$104.34,$221.23
12/24/2020,$131.97,$91.81,$158.6345,$44.54,$267.40,$222.75,$513.97,$148.79,$102.01,$220.59
12/23/2020,$130.96,$91.55,$159.2635,$44.375,$268.11,$221.02,$514.48,$146.96,$102.06,$215.3266
12/22/2020,$131.88,$93.16,$160.326,$44.69,$267.09,$223.94,$527.33,$146.34,$102.41,$213.4466
12/21/2020,$128.23,$93.23,$160.309,$44.88,$272.79,$222.59,$528.91,$146.80,$102.94,$216.62
12/18/2020,$126.655,$95.92,$160.0825,$45.44,$276.40,$218.59,$534.45,$147.42,$103.28,$231.6666
12/17/2020,$128.70,$96.84,$161.804,$44.82,$274.48,$219.42,$532.90,$149.53,$103.21,$218.6333
12/16/2020,$127.81,$96.85,$162.048,$44.72,$275.67,$219.28,$524.83,$149.74,$103.27,$207.59
12/15/2020,$127.88,$97.12,$158.256,$44.72,$275.55,$214.13,$519.78,$148.36,$104.18,$211.0833
12/14/2020,$121.78,$94.78,$157.8485,$44.24,$274.19,$214.20,$522.42,$146.29,$103.32,$213.2766
12/11/2020,$122.41,$91.65,$155.821,$44.32,$273.55,$213.26,$503.22,$144.28,$103.00,$203.33
12/10/2020,$123.24,$91.66,$155.0745,$44.32,$277.12,$210.52,$501.09,$155.75,$105.39,$209.0233
12/09/2020,$121.78,$89.83,$155.21,$44.69,$277.92,$211.80,$493.60,$156.02,$100.40,$201.4933
12/08/2020,$124.38,$92.92,$158.8645,$44.37,$283.40,$216.01,$512.66,$158.80,$101.21,$216.6266
12/07/2020,$123.75,$94.07,$157.90,$44.35,$285.58,$214.29,$515.78,$158.02,$101.41,$213.92
12/04/2020,$122.25,$94.04,$158.129,$44.38,$279.70,$214.36,$498.31,$157.62,$102.28,$199.68
12/03/2020,$122.94,$92.31,$159.3365,$44.11,$281.85,$214.24,$497.52,$149.91,$100.11,$197.7933
12/02/2020,$123.08,$93.74,$160.1765,$43.89,$287.52,$215.37,$503.38,$149.98,$98.91,$189.6066
12/01/2020,$122.72,$92.63,$161.004,$43.54,$286.55,$216.21,$504.58,$151.26,$98.82,$194.92
11/30/2020,$119.05,$92.66,$158.402,$43.02,$276.97,$214.07,$490.70,$147.17,$98.02,$189.20
11/27/2020,$116.59,$87.19,$159.767,$42.70,$277.81,$215.23,$491.36,$143.83,$98.66,$195.2533
11/25/2020,$116.03,$86.71,$159.2535,$42.50,$275.59,$213.87,$485.00,$144.08,$98.20,$191.3333
11/24/2020,$115.17,$85.07,$155.903,$42.61,$276.92,$213.86,$482.88,$145.93,$98.30,$185.1266
11/23/2020,$113.85,$85.31,$154.9195,$41.64,$268.43,$210.11,$476.62,$143.82,$96.88,$173.95
11/20/2020,$117.34,$84.64,$154.97,$40.97,$269.70,$210.39,$488.24,$146.03,$97.01,$163.2033
11/19/2020,$118.64,$85.54,$155.851,$41.17,$272.94,$212.42,$484.67,$147.53,$97.76,$166.4233
11/18/2020,$118.03,$82.54,$155.273,$41.32,$271.97,$211.08,$481.79,$147.05,$97.91,$162.2133
11/17/2020,$119.39,$83.36,$156.783,$41.88,$275.00,$214.46,$480.63,$148.74,$98.60,$147.2033
11/16/2020,$120.30,$83.73,$156.553,$42.54,$278.96,$217.23,$479.10,$149.07,$97.78,$136.03
11/13/2020,$119.26,$81.43,$156.4405,$41.40,$276.95,$216.51,$482.84,$144.26,$95.56,$136.1667
11/12/2020,$119.21,$81.84,$155.514,$38.67,$275.08,$215.44,$486.77,$143.91,$93.53,$137.2533
11/11/2020,$119.49,$81.28,$156.8695,$39.33,$276.48,$216.55,$490.76,$147.69,$95.04,$139.0433
11/10/2020,$115.97,$77.99,$151.751,$38.72,$272.43,$211.01,$480.24,$140.11,$93.92,$136.7867
11/09/2020,$116.32,$83.12,$157.187,$38.20,$278.77,$218.39,$470.50,$142.61,$95.88,$140.42
11/06/2020,$118.69,$85.88,$165.5685,$37.53,$293.41,$223.72,$514.73,$145.01,$90.65,$143.3167
11/05/2020,$119.03,$83.00,$166.10,$37.23,$294.68,$223.29,$513.76,$145.41,$90.62,$146.03
11/04/2020,$114.95,$81.35,$162.058,$36.57,$287.38,$216.39,$496.95,$128.97,$89.79,$140.3267
11/03/2020,$110.44,$76.58,$152.4205,$36.68,$265.30,$206.43,$487.22,$125.45,$88.39,$141.30
11/02/2020,$108.77,$74.70,$150.224,$35.90,$261.36,$202.33,$484.12,$123.97,$85.97,$133.5033
10/30/2020,$108.86,$75.29,$151.8075,$35.90,$263.11,$202.47,$475.74,$123.36,$86.96,$129.3467
10/29/2020,$115.32,$78.02,$160.5505,$35.69,$280.83,$204.72,$504.21,$126.44,$88.30,$136.9433
10/28/2020,$111.20,$76.40,$158.139,$35.71,$267.67,$202.68,$486.24,$121.58,$87.17,$135.34
10/27/2020,$116.60,$78.88,$164.3165,$36.87,$283.29,$213.25,$488.93,$125.91,$90.05,$141.56
10/26/2020,$115.05,$82.23,$160.352,$37.67,$277.11,$210.08,$488.24,$126.20,$89.66,$140.0933
10/23/2020,$115.04,$81.96,$160.22,$38.82,$284.79,$216.23,$488.28,$128.88,$90.80,$140.21
10/22/2020,$115.75,$79.42,$158.82,$38.82,$278.12,$214.89,$485.23,$128.38,$89.36,$141.93
10/21/2020,$116.87,$79.20,$159.247,$39.06,$278.73,$214.80,$489.05,$128.55,$88.27,$140.88
10/20/2020,$117.51,$81.56,$160.8505,$39.20,$267.56,$214.65,$525.42,$128.30,$88.51,$140.6467
10/19/2020,$115.98,$82.00,$160.3605,$39.30,$261.40,$214.22,$530.72,$128.42,$87.60,$143.61
10/16/2020,$119.02,$83.17,$163.6355,$40.16,$265.93,$219.66,$530.79,$129.03,$88.52,$146.5567
10/15/2020,$120.71,$83.13,$166.9325,$39.97,$266.72,$219.66,$541.94,$128.58,$88.83,$149.6267
10/14/2020,$121.19,$84.21,$168.1855,$39.89,$271.82,$220.86,$541.45,$129.88,$89.31,$153.7667
10/13/2020,$121.10,$85.28,$172.1815,$39.81,$276.14,$222.86,$554.09,$127.46,$90.16,$148.8833
10/12/2020,$124.40,$84.29,$172.1465,$40.36,$275.75,$221.40,$539.81,$126.69,$90.78,$147.4333
10/09/2020,$116.97,$83.10,$164.3325,$39.85,$264.45,$215.81,$539.44,$124.87,$90.01,$144.6667
10/08/2020,$114.97,$86.51,$159.5275,$39.79,$263.76,$210.58,$531.79,$122.34,$89.53,$141.9733
10/07/2020,$115.08,$86.69,$159.7845,$39.40,$258.12,$209.83,$534.66,$123.03,$88.45,$141.7667
10/06/2020,$113.16,$84.48,$154.998,$38.57,$258.66,$205.91,$505.87,$119.54,$87.01,$137.9933
10/05/2020,$116.50,$86.15,$159.96,$38.57,$264.65,$210.38,$520.65,$120.52,$88.47,$141.8933
10/02/2020,$113.02,$81.80,$156.25,$38.27,$259.94,$206.19,$503.06,$115.47,$86.57,$138.3633
10/01/2020,$116.79,$84.86,$161.063,$38.80,$266.63,$212.46,$527.51,$119.52,$86.74,$149.3867
09/30/2020,$115.81,$81.99,$157.4365,$39.39,$261.90,$210.33,$500.03,$117.68,$85.92,$143.0033
09/29/2020,$114.09,$81.77,$157.244,$39.06,$261.79,$207.26,$493.48,$117.38,$84.80,$139.69
09/28/2020,$114.96,$79.48,$158.7025,$39.13,$256.82,$209.44,$490.65,$118.47,$86.07,$140.40
09/25/2020,$112.28,$78.055,$154.7565,$38.45,$254.82,$207.82,$482.88,$114.50,$84.30,$135.78
09/24/2020,$108.22,$75.82,$150.9895,$37.85,$249.53,$203.19,$473.08,$112.19,$83.04,$129.2633
09/23/2020,$107.12,$74.73,$149.993,$38.28,$249.02,$200.59,$470.61,$110.57,$82.99,$126.7867
09/22/2020,$111.81,$77.70,$156.4495,$39.32,$254.75,$207.42,$491.17,$113.82,$83.95,$141.41
09/21/2020,$110.08,$77.94,$148.0235,$39.04,$248.15,$202.54,$487.35,$111.92,$83.89,$149.7967
09/18/2020,$106.84,$74.93,$147.7455,$39.81,$252.53,$200.39,$469.96,$110.69,$84.95,$147.3833
09/17/2020,$110.34,$76.55,$150.4365,$40.37,$254.82,$202.91,$470.20,$114.88,$86.75,$141.1433
09/16/2020,$112.13,$76.66,$153.905,$40.42,$263.52,$205.05,$483.86,$114.56,$88.38,$147.2533
09/15/2020,$115.54,$78.93,$157.8065,$40.60,$272.42,$208.78,$495.99,$116.58,$87.71,$149.92
09/14/2020,$115.355,$77.90,$155.1485,$40.37,$266.15,$205.41,$476.26,$113.46,$86.63,$139.8733
09/11/2020,$112.00,$76.34,$155.811,$39.88,$266.61,$204.03,$482.03,$113.42,$85.27,$124.24
09/10/2020,$113.49,$78.98,$158.7555,$39.57,$268.09,$205.37,$480.67,$112.44,$84.88,$123.78
09/09/2020,$117.32,$81.91,$163.4305,$40.13,$273.72,$211.29,$500.19,$114.02,$85.86,$122.0933
09/08/2020,$112.82,$78.69,$157.492,$40.00,$271.16,$202.66,$507.02,$109.77,$85.41,$110.07
09/04/2020,$120.96,$82.01,$164.731,$40.82,$282.73,$214.25,$516.05,$115.97,$86.27,$139.44
09/03/2020,$120.88,$82.54,$168.40,$40.95,$291.12,$217.30,$525.75,$116.43,$86.48,$135.6667
09/02/2020,$131.40,$90.22,$176.5725,$42.42,$302.50,$231.65,$552.84,$123.18,$88.35,$149.1233
09/01/2020,$134.18,$92.18,$174.956,$42.03,$295.44,$227.27,$556.55,$122.01,$86.05,$158.35
08/31/2020,$129.04,$90.82,$172.548,$42.22,$293.20,$225.53,$529.56,$119.10,$84.47,$166.1067
08/28/2020,$124.8075,$85.55,$170.09,$42.20,$293.66,$228.91,$523.89,$118.20,$85.00,$147.5601
08/27/2020,$125.01,$83.80,$170.00,$42.29,$293.22,$226.58,$526.27,$116.02,$83.41,$149.2501
08/26/2020,$126.5225,$86.02,$172.0925,$42.25,$303.91,$221.15,$547.53,$116.04,$82.41,$143.5447
08/25/2020,$124.825,$86.35,$167.3245,$41.96,$280.82,$216.47,$490.58,$115.95,$82.72,$134.8894
08/24/2020,$125.8575,$83.08,$165.373,$42.18,$271.39,$213.69,$488.81,$115.91,$78.68,$134.2801
08/21/2020,$124.37,$83.81,$164.236,$42.25,$267.01,$213.02,$492.31,$113.00,$77.07,$136.6654
08/20/2020,$118.275,$82.77,$164.8685,$42.31,$269.01,$214.58,$497.90,$110.66,$77.22,$133.4554
08/19/2020,$115.7075,$81.09,$163.024,$41.87,$262.59,$209.70,$484.53,$111.04,$77.63,$125.2354
08/18/2020,$115.5625,$81.66,$165.6245,$41.98,$262.34,$211.49,$491.87,$112.03,$78.99,$125.8061
08/17/2020,$114.6075,$82.42,$159.1205,$42.09,$261.16,$210.28,$482.35,$112.18,$78.95,$122.3761
08/14/2020,$114.9075,$81.30,$157.401,$42.50,$261.24,$208.90,$482.68,$113.74,$78.37,$110.0474
08/13/2020,$115.01,$81.84,$158.051,$42.72,$261.30,$208.70,$481.33,$113.41,$79.02,$108.0667
08/12/2020,$113.01,$82.61,$158.112,$48.10,$259.89,$209.19,$475.47,$115.79,$79.29,$103.6507
08/11/2020,$109.375,$76.88,$154.0335,$47.19,$256.13,$203.38,$466.93,$108.83,$78.87,$91.626
08/10/2020,$112.7275,$82.24,$157.408,$47.73,$263.00,$208.25,$483.38,$106.36,$77.47,$94.5714
08/07/2020,$111.1125,$84.85,$158.373,$47.43,$268.44,$212.48,$494.73,$108.25,$75.79,$96.8474
08/06/2020,$113.9025,$86.71,$161.25,$47.77,$265.28,$216.35,$509.08,$111.06,$75.66,$99.3054
08/05/2020,$110.0625,$85.31,$160.2515,$47.33,$249.12,$212.94,$502.11,$111.39,$75.78,$99.0014
08/04/2020,$109.665,$85.04,$156.9415,$47.67,$249.83,$213.29,$509.64,$110.95,$75.13,$99.1334
08/03/2020,$108.9375,$77.67,$155.5945,$47.16,$251.96,$216.54,$498.62,$109.59,$75.50,$99.00
07/31/2020,$106.26,$77.43,$158.234,$47.10,$253.67,$205.01,$488.88,$105.61,$76.53,$95.384
07/30/2020,$96.19,$78.20,$152.594,$46.44,$234.50,$203.90,$485.80,$107.19,$76.64,$99.166
07/29/2020,$95.04,$76.09,$151.6765,$46.71,$233.29,$204.06,$484.48,$93.03,$77.42,$99.9407
07/28/2020,$93.2525,$67.61,$150.0165,$46.28,$230.12,$202.02,$488.51,$91.45,$74.64,$98.4327
07/27/2020,$94.81,$68.97,$152.7605,$47.19,$233.50,$203.85,$495.65,$92.70,$76.46,$102.6401
07/24/2020,$92.615,$69.40,$150.4455,$46.40,$230.71,$201.30,$480.45,$88.89,$75.78,$94.4667
07/23/2020,$92.845,$59.57,$149.3275,$47.41,$232.60,$202.54,$477.58,$89.67,$75.36,$100.8714
07/22/2020,$97.2725,$61.79,$154.9955,$46.90,$239.87,$211.75,$489.82,$92.60,$77.24,$106.1554
07/21/2020,$97.00,$57.00,$156.9145,$47.02,$241.75,$208.75,$490.10,$92.31,$75.44,$104.5574
07/20/2020,$98.3575,$57.46,$159.842,$46.97,$245.42,$211.60,$502.41,$93.17,$74.96,$109.5334
07/17/2020,$96.3275,$55.04,$148.0985,$46.75,$242.03,$202.88,$492.99,$92.23,$74.16,$100.0561
07/16/2020,$96.5225,$54.92,$149.995,$45.78,$240.93,$203.92,$527.39,$91.20,$74.39,$100.0427
07/15/2020,$97.725,$55.34,$150.4435,$46.40,$240.28,$208.04,$523.26,$92.55,$75.61,$103.0674
07/14/2020,$97.0575,$54.72,$154.20,$46.26,$239.73,$208.35,$524.88,$92.38,$72.73,$101.1201
07/13/2020,$95.4775,$53.59,$155.20,$45.93,$239.00,$207.07,$525.50,$91.33,$72.65,$99.804
07/10/2020,$95.92,$55.88,$160.00,$46.66,$245.07,$213.67,$548.73,$92.51,$74.29,$102.9767
07/09/2020,$95.6825,$57.255,$159.1315,$46.70,$244.50,$214.32,$507.76,$93.25,$73.57,$92.952
07/08/2020,$95.3425,$53.43,$154.0555,$45.81,$243.58,$212.83,$502.78,$93.53,$74.14,$91.0587
07/07/2020,$93.1725,$52.93,$150.006,$45.63,$240.86,$208.25,$493.16,$92.14,$74.25,$92.6574
07/06/2020,$93.4625,$53.40,$152.852,$46.42,$240.28,$210.70,$493.81,$92.92,$75.44,$91.4387
07/02/2020,$91.0275,$52.34,$144.515,$45.63,$233.42,$206.26,$476.89,$91.87,$73.78,$80.5774
07/01/2020,$91.0275,$52.58,$143.935,$46.06,$237.55,$204.70,$485.64,$89.78,$74.03,$74.642
06/30/2020,$91.20,$52.61,$137.941,$46.64,$227.07,$203.51,$455.04,$91.21,$73.59,$71.9874
06/29/2020,$90.445,$50.28,$134.019,$46.15,$220.64,$198.44,$447.24,$89.01,$73.48,$67.29
06/26/2020,$88.4075,$50.10,$134.6435,$46.31,$216.08,$196.33,$443.40,$88.02,$71.57,$63.9827
06/25/2020,$91.21,$51.93,$137.729,$45.22,$235.68,$200.34,$465.91,$88.96,$73.85,$65.732
06/24/2020,$90.015,$52.39,$136.72,$44.75,$234.02,$197.84,$457.85,$89.14,$73.64,$64.0567
06/23/2020,$91.6325,$53.99,$138.2205,$45.47,$242.24,$201.91,$466.26,$89.35,$75.49,$66.7854
06/22/2020,$89.7175,$54.76,$135.691,$45.16,$239.22,$200.57,$468.04,$89.13,$75.40,$66.288
06/19/2020,$87.43,$54.23,$133.7505,$45.32,$238.79,$195.15,$453.72,$88.81,$75.40,$66.7267
06/18/2020,$87.9325,$54.04,$132.699,$45.83,$235.94,$196.32,$449.87,$89.92,$76.31,$66.9307
06/17/2020,$87.8975,$54.55,$132.049,$46.17,$235.53,$194.24,$447.77,$89.94,$77.10,$66.1194
06/16/2020,$88.02,$54.46,$130.7635,$46.48,$235.65,$193.57,$436.13,$89.52,$77.84,$65.4754
06/15/2020,$85.7475,$54.68,$128.634,$45.35,$232.50,$188.94,$425.50,$86.39,$76.96,$66.06
06/12/2020,$84.70,$53.50,$127.251,$45.07,$228.58,$187.74,$418.07,$85.24,$76.38,$62.352
06/11/2020,$83.975,$52.83,$127.898,$43.67,$224.43,$186.27,$425.56,$84.02,$72.57,$64.856
06/10/2020,$88.21,$57.44,$132.3725,$47.42,$236.73,$196.84,$434.48,$91.01,$79.01,$68.3367
06/09/2020,$85.9975,$56.39,$130.043,$48.05,$238.67,$189.80,$434.05,$89.75,$82.37,$62.7114
06/08/2020,$83.365,$52.97,$126.203,$48.13,$231.40,$188.36,$419.49,$91.37,$83.56,$63.328
06/05/2020,$82.875,$53.10,$124.15,$47.83,$230.77,$187.20,$419.60,$88.55,$82.14,$59.044
06/04/2020,$80.58,$52.63,$123.03,$46.86,$226.29,$182.92,$414.33,$86.04,$78.74,$57.6254
06/03/2020,$81.28,$52.73,$123.92,$46.94,$230.16,$185.36,$421.97,$84.11,$79.58,$58.864
06/02/2020,$80.835,$53.54,$123.6205,$46.89,$232.72,$184.91,$427.31,$84.63,$77.78,$58.7707
06/01/2020,$80.4625,$53.63,$123.552,$46.30,$231.91,$182.83,$425.92,$79.73,$78.32,$59.8734
05/29/2020,$79.485,$53.80,$122.1185,$47.82,$225.09,$183.25,$419.73,$80.88,$77.99,$55.6667
05/28/2020,$79.5625,$51.74,$120.055,$45.595,$225.46,$181.40,$413.44,$78.11,$78.54,$53.7207
05/27/2020,$79.5275,$52.74,$120.5195,$45.96,$229.14,$181.81,$419.89,$79.29,$78.60,$54.682
05/26/2020,$79.1825,$53.19,$121.093,$44.84,$232.20,$181.57,$414.77,$78.02,$77.76,$54.5914
05/22/2020,$79.7225,$55.17,$121.844,$44.90,$234.91,$183.51,$429.32,$78.70,$77.62,$54.4587
05/21/2020,$79.2125,$54.65,$122.337,$44.64,$231.39,$183.43,$436.25,$78.00,$78.05,$55.1734
05/20/2020,$79.8075,$56.39,$124.897,$45.44,$229.97,$185.66,$447.67,$80.63,$77.76,$54.3707
05/19/2020,$78.285,$55.47,$122.4665,$44.605,$216.88,$183.63,$451.04,$78.09,$75.86,$53.8674
05/18/2020,$78.74,$54.59,$121.313,$45.06,$213.19,$184.91,$452.58,$79.94,$76.23,$54.242
05/15/2020,$76.9275,$54.20,$120.489,$44.27,$210.88,$183.16,$454.19,$75.77,$74.16,$53.278
05/14/2020,$77.385,$54.51,$119.4425,$43.85,$206.81,$180.53,$441.95,$79.87,$74.19,$53.5554
05/13/2020,$76.9125,$52.18,$118.396,$41.95,$205.10,$179.75,$438.27,$78.00,$73.62,$52.7307
05/12/2020,$77.8525,$53.76,$117.8475,$43.22,$210.10,$182.51,$431.82,$78.42,$74.35,$53.9607
05/11/2020,$78.7525,$55.74,$120.45,$43.32,$213.18,$186.74,$440.52,$80.48,$75.87,$54.086
05/08/2020,$77.5325,$53.19,$118.9805,$42.99,$212.35,$184.68,$435.55,$80.56,$77.87,$54.628
05/07/2020,$75.935,$51.95,$118.3805,$41.37,$211.26,$183.60,$436.53,$78.83,$76.00,$52.0027
05/06/2020,$75.1575,$52.16,$117.563,$41.15,$208.47,$182.54,$434.26,$78.87,$72.96,$52.172
05/05/2020,$74.39,$52.19,$115.89,$41.46,$207.07,$180.76,$424.68,$77.63,$72.90,$51.214
05/04/2020,$73.29,$52.56,$115.7995,$41.35,$205.26,$178.84,$428.15,$75.68,$71.89,$50.746
05/01/2020,$72.2675,$49.88,$114.302,$40.92,$202.27,$174.57,$415.27,$75.64,$73.79,$46.7547
04/30/2020,$73.45,$52.39,$123.70,$42.38,$204.71,$179.21,$419.85,$78.67,$76.73,$52.1254
04/29/2020,$71.9325,$53.66,$118.6355,$43.34,$194.19,$177.43,$411.89,$78.97,$76.86,$53.3674
04/28/2020,$69.645,$55.51,$115.704,$42.49,$182.91,$169.81,$403.83,$75.29,$78.69,$51.2747
04/27/2020,$70.7925,$56.49,$118.80,$43.06,$187.50,$174.05,$421.38,$75.98,$77.74,$53.25
04/24/2020,$70.7425,$56.18,$120.511,$42.52,$190.07,$174.55,$424.99,$76.04,$75.58,$48.3434
04/23/2020,$68.7575,$55.90,$119.9725,$41.62,$185.13,$171.42,$426.70,$73.81,$75.15,$47.042
04/22/2020,$69.025,$55.92,$118.1745,$41.76,$182.28,$173.52,$421.42,$74.68,$77.45,$48.8074
04/21/2020,$67.0925,$52.92,$116.406,$40.55,$170.80,$167.82,$433.83,$71.84,$72.72,$45.7814
04/20/2020,$69.2325,$56.97,$119.6805,$42.54,$178.24,$175.06,$437.49,$74.31,$75.32,$49.7574
04/17/2020,$70.70,$56.60,$118.75,$42.48,$179.24,$178.60,$422.96,$76.17,$77.10,$50.2594
04/16/2020,$71.6725,$56.95,$120.4095,$41.50,$176.25,$177.04,$439.17,$76.85,$73.51,$49.6807
04/15/2020,$71.1075,$54.99,$115.384,$41.52,$176.97,$171.88,$426.75,$75.99,$72.55,$48.6554
04/14/2020,$71.7625,$54.93,$114.166,$42.78,$178.17,$173.70,$413.55,$77.55,$73.67,$47.326
04/13/2020,$68.3125,$50.94,$108.4435,$41.22,$174.79,$165.51,$396.72,$73.30,$71.76,$43.3967
04/09/2020,$66.9975,$48.38,$102.138,$41.20,$175.19,$165.14,$370.72,$71.58,$73.88,$38.20
04/08/2020,$66.5175,$48.79,$102.15,$41.74,$174.28,$165.13,$371.12,$73.33,$71.57,$36.5894
04/07/2020,$64.8575,$47.56,$100.58,$40.64,$168.83,$163.49,$372.28,$72.73,$68.71,$36.3634
04/06/2020,$65.6175,$47.52,$99.8795,$41.43,$165.55,$165.27,$379.96,$70.95,$67.79,$34.416
04/03/2020,$60.3525,$42.59,$95.3295,$39.06,$154.18,$153.83,$361.76,$65.23,$63.05,$32.0007
04/02/2020,$61.2325,$44.49,$95.9415,$39.80,$158.19,$155.26,$370.08,$68.02,$65.00,$30.298
04/01/2020,$60.2275,$43.66,$95.385,$38.33,$159.60,$152.11,$364.08,$65.90,$62.62,$32.104
03/31/2020,$63.5725,$45.48,$97.486,$39.31,$166.80,$157.71,$375.50,$67.65,$65.74,$34.9334
03/30/2020,$63.7025,$47.86,$98.1975,$40.32,$165.95,$160.23,$370.96,$69.03,$67.86,$33.4754
03/27/2020,$61.935,$46.58,$95.005,$38.82,$156.79,$149.70,$357.12,$66.59,$66.34,$34.2907
03/26/2020,$64.61,$47.50,$97.7745,$40.58,$163.34,$156.11,$362.99,$68.98,$69.90,$35.2107
03/25/2020,$61.38,$44.63,$94.292,$37.67,$156.21,$146.92,$342.39,$63.08,$65.81,$35.95
03/24/2020,$61.72,$46.22,$97.005,$38.60,$160.98,$148.34,$357.32,$65.46,$64.88,$33.6667
03/23/2020,$56.0925,$41.64,$95.1415,$34.60,$148.10,$135.98,$360.27,$62.53,$56.55,$28.9527
03/20/2020,$57.31,$39.61,$92.3045,$35.60,$149.73,$137.35,$332.83,$60.91,$58.03,$28.502
03/19/2020,$61.195,$39.82,$94.0465,$37.71,$153.13,$142.71,$332.03,$65.00,$61.41,$28.5093
03/18/2020,$61.6675,$39.12,$91.50,$37.12,$146.96,$140.40,$315.47,$61.19,$56.33,$24.0813
03/17/2020,$63.215,$41.88,$90.392,$35.50,$149.42,$146.57,$319.75,$68.86,$58.98,$28.68
03/16/2020,$60.5525,$38.71,$84.4575,$33.71,$146.01,$135.42,$298.84,$64.48,$58.59,$29.6713
03/13/2020,$69.4925,$43.90,$89.25,$37.64,$170.28,$158.83,$336.295,$75.81,$69.92,$36.4414
03/12/2020,$62.0575,$39.01,$83.8305,$33.20,$154.47,$139.06,$315.25,$67.02,$62.10,$37.37
03/11/2020,$68.8575,$45.70,$91.043,$37.05,$170.24,$153.63,$349.92,$74.62,$68.30,$42.282
03/10/2020,$71.335,$45.38,$94.591,$40.08,$178.19,$160.92,$364.13,$78.89,$74.87,$43.022
03/09/2020,$66.5425,$43.27,$90.0305,$37.96,$169.50,$150.62,$346.49,$72.64,$70.83,$40.5334
03/06/2020,$72.2575,$48.59,$95.0545,$39.68,$181.09,$161.57,$368.97,$77.47,$75.34,$46.8987
03/05/2020,$73.23,$48.11,$96.2015,$39.57,$185.17,$166.27,$372.78,$79.17,$76.19,$48.3027
03/04/2020,$75.685,$50.11,$98.7915,$41.39,$191.76,$170.55,$383.79,$81.80,$79.67,$49.9667
03/03/2020,$72.33,$46.75,$95.4495,$40.04,$185.89,$164.51,$368.77,$78.56,$78.60,$49.7007
03/02/2020,$74.7025,$47.46,$97.6975,$41.17,$196.44,$172.79,$381.05,$80.56,$82.38,$49.5747
02/28/2020,$68.34,$45.48,$94.1875,$39.93,$192.47,$162.01,$369.03,$78.30,$78.43,$44.5327
02/27/2020,$68.38,$44.01,$94.215,$40.04,$189.75,$158.18,$371.71,$75.94,$78.29,$45.2667
02/26/2020,$73.1625,$47.49,$98.9795,$42.16,$197.20,$170.17,$379.24,$79.66,$80.67,$51.92
02/25/2020,$72.02,$47.57,$98.637,$42.74,$196.77,$168.07,$360.09,$80.22,$82.19,$53.3274
02/24/2020,$74.545,$49.12,$100.4645,$44.00,$200.72,$170.89,$368.70,$83.32,$84.52,$55.586
02/21/2020,$78.2625,$53.28,$104.7985,$46.295,$210.18,$178.59,$380.07,$87.03,$87.36,$60.0667
02/20/2020,$80.075,$57.27,$107.655,$46.85,$214.58,$184.42,$386.00,$89.47,$88.60,$59.9607
02/19/2020,$80.905,$58.90,$108.511,$46.29,$217.49,$187.28,$386.19,$90.56,$90.14,$61.1614
02/18/2020,$79.75,$56.89,$107.7835,$46.59,$217.80,$187.23,$387.78,$88.03,$89.23,$57.2267
02/14/2020,$81.2375,$55.31,$106.7435,$46.97,$214.18,$185.35,$380.40,$89.60,$89.28,$53.3354
02/13/2020,$81.2175,$54.53,$107.4935,$47.32,$213.14,$183.71,$381.40,$90.03,$89.925,$53.60
02/12/2020,$81.80,$53.89,$108.00,$49.93,$210.76,$184.71,$380.01,$91.72,$88.57,$51.1527
02/11/2020,$79.9025,$53.80,$107.54,$49.13,$207.19,$184.44,$373.69,$90.00,$87.51,$51.6254
02/10/2020,$80.3875,$52.26,$106.6955,$48.87,$213.06,$188.70,$371.07,$88.60,$87.53,$51.4187
02/07/2020,$80.0075,$49.73,$103.964,$47.97,$212.33,$183.89,$366.77,$87.42,$86.42,$49.8714
02/06/2020,$81.3025,$49.32,$102.5115,$48.69,$210.85,$183.63,$366.95,$90.61,$86.15,$49.9307
